pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
item_545	Event on Punta Dunant 	Punta Dunant	FALSE		Golden age of alpinism		First absolute ascent	Competing Hypothesis		1854	1854	Christopher Smyth, James G. Smyth, E. Smyth			Christopher Smyth, James G. Smyth, E. Smyth		Wikipedia
item_546	Event on Punta Giordani 	Punta Giordani	FALSE				First absolute ascent			23 luglio1801	1801	Pietro Giordani	altri		Pietro Giordani, altri		Wikipedia
item_547	Event on Punta Roncia 	Punta Roncia	FALSE				First absolute ascent			15 luglio1784	1784	Robert de Lamanon, Bouvier			Robert de Lamanon, Bouvier		Wikipedia
item_548	Event on Punte Patrì 	Punte Patrì	FALSE		Silver age of alpinism		First absolute ascent			7 agosto 1881	1881	A. Sella, C. Sella, A. Sella, G. Sella	Jean-Joseph Maquignaz, Jean-Baptiste Bich		A. Sella, C. Sella, A. Sella, G. Sella, Jean-Joseph Maquignaz, Jean-Baptiste Bich		Wikipedia
item_549	Event on Langkofel 	Langkofel	FALSE		Silver age of alpinism		First absolute ascent			13/08/1869	1869	Peter Salcher, Franz Innerkofler, Paul Grohmann		Austria-Hungary	Peter Salcher, Franz Innerkofler, Paul Grohmann		Wikipedia, Wikipedia Table
item_550	Event on Calanda 	Calanda	FALSE				First absolute ascent			1559	1559	J. Schmid, Z. Beeli, J. Pontisella, and others		Switzerland	J. Schmid, Z. Beeli, J. Pontisella, and others	German and Austrian Alpine Club, Die Erschliessung der Ostalpen Volumes 1, 2, and 3, Berlin, 1894. --> Erschliessung 2, 380, 423	Wikipedia Table
item_551	Event on Serles 	Serles	FALSE				First absolute ascent			1579	1579	Hans Georg Ernstinger		Austria	Hans Georg Ernstinger		Wikipedia Table
item_552	Event on Westliche Karwendelspitze 	Westliche Karwendelspitze	FALSE				First absolute ascent			1654	1654	Christian Mentzel		Holy Roman Empire	Christian Mentzel		Wikipedia Table
item_553	Event on Säntis 	Säntis	FALSE				First absolute ascent			14 Dec 1680	1680	Two priests, a naturalist and a guide		Switzerland	Two priests, a naturalist and a guide		Wikipedia Table
item_554	Event on Piz Beverin 	Piz Beverin	FALSE				First absolute ascent			1707	1707	Rudolf von Rosenroll		Switzerland	Rudolf von Rosenroll		Wikipedia Table
item_555	Event on Grintovec 	Grintovec	FALSE				First absolute ascent			1759	1759	Giovanni Antonio Scopoli		Austria	Giovanni Antonio Scopoli		Wikipedia Table
item_556	Event on Mont Buet 	Mont Buet	FALSE				First absolute ascent			20 Sep 1770	1770	Jean-André Deluc, Guillaume-Antoine Deluc, Bernard Pomet 		Switzerland	Jean-André Deluc, Guillaume-Antoine Deluc, Bernard Pomet 	Francis Gribble, The story of Alpine Climbing, London, 1904, pp. 41-9	Wikipedia, Wikipedia Table
item_557	Event on Triglav 	Triglav	FALSE				First absolute ascent			26 Aug 1778	1778	Lovrenc Willomitzer, Luka Korošec, Matevž Kos, Štefan Rožič		Austria	Lovrenc Willomitzer, Luka Korošec, Matevž Kos, Štefan Rožič		Wikipedia Table
item_558	Event on Sulzfluh 	Sulzfluh	FALSE				First absolute ascent			1782	1782	J. B. Catani and L. Pool		Switzerland	J. B. Catani and L. Pool		Wikipedia Table
item_559	Event on Scopi 	Scopi	FALSE				First absolute ascent			1782	1782	Placidus a Spescha, Joh. Bagliel		Switzerland	Placidus a Spescha, Joh. Bagliel		Wikipedia Table
item_560	Event on Rheinwaldhorn 	Rheinwaldhorn	FALSE				First absolute ascent			Jul 1789	1789	Placidus a Spesch		Switzerland	Placidus a Spesch	Studer, Vol 3, pp. 50-2	Wikipedia Table
item_561	Event on Oberalpstock 	Oberalpstock	FALSE				First absolute ascent			1792	1792	Josef Senoner, Placidus a Spescha		Austria, Switzerland	Josef Senoner, Placidus a Spescha		Wikipedia Table
item_562	Event on Klein Matterhorn 	Klein Matterhorn	FALSE				First absolute ascent			13 Aug 1792	1792	Horace-Bénédict de Saussure, Nicolas-Théodore de Saussure, Jean-Marie Couttet, Jean-Baptiste Hérin, five other guides		Switzerland, Duchy of Savoy	Horace-Bénédict de Saussure, Nicolas-Théodore de Saussure, Jean-Marie Couttet, Jean-Baptiste Hérin, five other guides	Studer, Vol 2, pp. 53-4	Wikipedia Table
item_563	Event on Großes Wiesbachhorn 	Großes Wiesbachhorn	FALSE				First absolute ascent		ca. 1795	1795	1795	Three brothers named Zorner		Austria	Three brothers named Zorner	Erschliessung 3, 208-9	Wikipedia Table
item_564	Event on Kleinglockner 	Kleinglockner	FALSE				First absolute ascent			25 Aug 1799	1799	Four guides from Heiligenblut (including "the Glokners", often nicknamed Martin and Sepp "Klotz"), Sigmund von Hohenwart		Austria	Four guides from Heiligenblut (including "the Glokners", often nicknamed Martin and Sepp "Klotz"), Sigmund von Hohenwart	Erschliessung 3, 168-70 Klemun, pp. 153-5	Wikipedia Table
item_565	Event on Ortler 	Ortler	FALSE				First absolute ascent			27 Sep 1804	1804	Josef Pichler, Johann Leitner, Johann Klausner		Austria-Hungary	Josef Pichler, Johann Leitner, Johann Klausner		
item_566	Event on Torstein 	Torstein	FALSE				First absolute ascent										
item_567	Event on Zumsteinspitze 	Zumsteinspitze	FALSE				First absolute ascent										
item_568	Event on Schalfkogel 	Schalfkogel	FALSE				First absolute ascent	Undisputed		1830	1830	Frédéric Mercey	guides from Meran and Pfelders	Austria, France	Frédéric Mercey, guides from Meran and Pfelders	Erschliessung 2, 352-4.	Wikipedia, Wikipedia Table
item_569	Event on Fernerkogel 	Fernerkogel	FALSE				First absolute ascent										
item_570	Event on Habicht 	Habicht	FALSE				First absolute ascent										
item_571	Event on Großer Löffler 	Großer Löffler	FALSE				First absolute ascent	Undisputed		12 Sept 1843	1843	Markus Vincent Lipold, chamois hunter from Mayrhofen		Austria	Markus Vincent Lipold, chamois hunter from Mayrhofen	Erschliessung 3, 66	Wikipedia (DE), Wikipedia Table
item_572	Event on Weißkugel 	Weißkugel	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		30 Sep 1861	1861	Joseph Anton Specht, Leander Klotz, Johann Raffeiner			Joseph Anton Specht, Leander Klotz, Johann Raffeiner		Wikipedia (DE)
item_573	Event on Weißkugel 	Weißkugel	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		30 Sep 1861	1861	Joseph Anton Specht, Leander Klotz, Nicodem Klotz			Joseph Anton Specht, Leander Klotz, Nicodem Klotz		Wikipedia (DE), Wikipedia (FR)
item_574	Event on Weißkugel 	Weißkugel	FALSE				First absolute ascent	Concurrent Hypotesis		Aug 1845	1845	Johann Gurschler, Josef Weitthalm		Austria	Johann Gurschler, Josef Weitthalm	Hanspaul Menara, Hannsjörg Hager, Berge und Bergsteiger: Alpingeschichte Südtirols, Verlagsanstalt Athesia, 1994, pp. 55-57.	Wikipedia (EN), Wikipedia Table
item_575	Event on Weißkugel 	Weißkugel	FALSE				First absolute ascent	Concurrent Hypotesis		1850	1850	Joseph Anton Specht, Leander Klotz, Nicodem Klotz			Joseph Anton Specht, Leander Klotz, Nicodem Klotz		Wikipedia (IT)
item_576	Event on Schrammacher 	Schrammacher	FALSE				First absolute ascent	Undisputed		19 August 1847	1847	Peter Carl Thurwieser, Georg Lechner, Jakob Huber		Austria	Peter Carl Thurwieser, Georg Lechner, Jakob Huber		
item_577	Event on Zuckerhütl 	Zuckerhütl	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		1863	1863	Joseph Anton Specht, Alois Tanzer		Austria	Joseph Anton Specht, Alois Tanzer		Wikipedia (DE), Wikipedia (IT), Wikipedia (FR)
item_578	Event on Zuckerhütl 	Zuckerhütl	FALSE		Golden age of alpinism		First absolute ascent	Concurrent Hypotesis		1862	1862	Joseph Anton Specht, Alois Tanzer		Austria	Joseph Anton Specht, Alois Tanzer	Erschliessung 2, 25	Wikipedia Table
item_579	Event on Wannenhorn 	Wannenhorn	FALSE		Golden age of alpinism		First absolute ascent	Undisputed		6 August 1864	1864	Gottlieb Samuel Studer, Rudolf Lindt, Kaspar Blatter, Peter Sulzer		Switzerland	Gottlieb Samuel Studer, Rudolf Lindt, Kaspar Blatter, Peter Sulzer	Studer, Vol 1, pp. 224-9	Wikipedia (DE), Wikipedia (ENG), Wikipedia (FR)
item_580	Event on Cima Ovest (Tre Cime di Lavaredo) 	Cima Ovest (Tre Cime di Lavaredo)	FALSE		Silver age of alpinism		First absolute ascent			21 August 1879	1879	Michel Innerkofler, G. Ploner		Austro-Hungary	Michel Innerkofler, G. Ploner		Wikipedia Article (https://en.wikipedia.org/wiki/Tre_Cime_di_Lavaredo)
item_581	Event on Cima Piccola (Tre Cime di Lavaredo) 	Cima Piccola (Tre Cime di Lavaredo)	FALSE		Silver age of alpinism		First absolute ascent			25 July 1881	1881	Michel Innerkofler, Hans Innerkofler		Austro-Hungary	Michel Innerkofler, Hans Innerkofler		Wikipedia Article (https://en.wikipedia.org/wiki/Tre_Cime_di_Lavaredo)
item_582	Event on Watzespitze 	Watzespitze	FALSE		Silver age of alpinism		First absolute ascent			29 Sep 1869	1869	Alois Ennemoser		Austro-Hungary	Alois Ennemoser	Erschliessung 2, 307	Wikipedia (DE), Wikipedia (ENG), Wikipedia (FR), Wikipedia Table
item_583	Event on Petit Dru 	Petit Dru	FALSE				First absolute ascent			12 September 1878	1878	Clinton Thomas Dent, James Walker Hartley	Alexander Burgener, Kaspar Maurer	Switzerland, England	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer		Wikipedia (ENG), Wikipedia (FR), Wikipedia (IT), Wikipedia (DE), Wikipedia Table
item_584	Event on Torre Delago (Torri del Vajolet) 	Torre Delago (Torri del Vajolet)	FALSE				First absolute ascent			22 September 1895	1895	Hermann Delago		Austria-Hungary	Hermann Delago	Vajolet Towers at summitpost.org	Wikipedia (FR), Wikipedia Table
item_585	Event on Stockhorn 	Stockhorn	FALSE				First absolute ascent			1536	1536	Johann Müller, Peter Kunz (from Bern), others		Switzerland	Johann Müller, Peter Kunz (from Bern), others		Wikipedia Table
